PRODUCTO,MERCADO,PRECIO_MINIMO,PRECIO_PROMEDIO,PRECIO_MAXIMO,PENULTIMO_PRECIO,FECHA_PENULTIMO_PRECIO,ULTIMO_PRECIO,FECHA_ULTIMO_PRECIO,TENDENCIA,%_VARIACION,CATEGORIA,PRODUCTO_ID,CATEGORIA_ID,MERCADO_ID,TENDENCIA_ID
ACEITE_VEGETAL_COCINERO,AMBATO_EPEMA,1.87,1.87,1.87,,NAN,1.87,14/08/2024,NAN,,ACEITES,1,1,1,1
ACEITE_VEGETAL_COCINERO,CUENCA_3_DE_NOVIEMBRE,2.2,2.2,2.2,2.2,13/08/2024,2.2,20/08/2024,SE_MANTIENE,0.0,ACEITES,1,1,2,2
ACEITE_VEGETAL_COCINERO,IBARRA_BODEGAS,1.79,1.79,1.79,1.79,15/08/2024,1.79,19/08/2024,SE_MANTIENE,0.0,ACEITES,1,1,3,2
ACEITE_VEGETAL_COCINERO,LATACUNGA_BODEGAS,2.31,2.31,2.31,,NAN,2.31,16/08/2024,NAN,,ACEITES,1,1,4,1
ACEITE_VEGETAL_COCINERO,QUITO_MMQEP,2.16,2.16,2.16,2.16,16/08/2024,2.16,20/08/2024,SE_MANTIENE,0.0,ACEITES,1,1,5,2
ACEITE_VEGETAL_COCINERO,TULCAN_BODEGAS,2.11,2.11,2.11,,NAN,2.11,16/08/2024,NAN,,ACEITES,1,1,6,1
ACEITE_VEGETAL_FAVORITA,AMBATO_EPEMA,2.04,2.04,2.04,,NAN,2.04,14/08/2024,NAN,,ACEITES,2,1,1,1
ACEITE_VEGETAL_FAVORITA,CUENCA_3_DE_NOVIEMBRE,2.4,2.4,2.4,2.4,13/08/2024,2.4,20/08/2024,SE_MANTIENE,0.0,ACEITES,2,1,2,2
ACEITE_VEGETAL_FAVORITA,GUAYAQUIL_TTV,2.21,2.22,2.22,2.22,15/08/2024,2.21,20/08/2024,BAJO,-0.45,ACEITES,2,1,7,3
ACEITE_VEGETAL_FAVORITA,HUAQUILLAS,2.13,2.13,2.13,,NAN,2.13,15/08/2024,NAN,,ACEITES,2,1,8,1
ACEITE_VEGETAL_FAVORITA,IBARRA_BODEGAS,1.91,2.0,2.04,2.04,15/08/2024,2.04,19/08/2024,SE_MANTIENE,0.0,ACEITES,2,1,3,2
ACEITE_VEGETAL_FAVORITA,LATACUNGA_BODEGAS,1.94,1.94,1.94,,NAN,1.94,16/08/2024,NAN,,ACEITES,2,1,4,1
ACEITE_VEGETAL_FAVORITA,QUITO_MMQEP,2.21,2.21,2.21,2.21,16/08/2024,2.21,20/08/2024,SE_MANTIENE,0.0,ACEITES,2,1,5,2
ACEITE_VEGETAL_FAVORITA,RIOBAMBA_EPEMMPA,1.84,1.84,1.84,,NAN,1.84,15/08/2024,NAN,,ACEITES,2,1,9,1
ACEITE_VEGETAL_FAVORITA,TULCAN_BODEGAS,2.21,2.21,2.21,,NAN,2.21,16/08/2024,NAN,,ACEITES,2,1,6,1
ACEITE_VEGETAL_GIRASOL,AMBATO_EPEMA,2.68,2.68,2.68,,NAN,2.68,14/08/2024,NAN,,ACEITES,3,1,1,1
ACEITE_VEGETAL_GIRASOL,CUENCA_3_DE_NOVIEMBRE,2.9,2.9,2.9,2.9,13/08/2024,2.9,20/08/2024,SE_MANTIENE,0.0,ACEITES,3,1,2,2
ACEITE_VEGETAL_GIRASOL,GUAYAQUIL_TTV,2.81,2.82,2.82,2.81,15/08/2024,2.82,20/08/2024,SUBIO,0.35,ACEITES,3,1,7,4
ACEITE_VEGETAL_GIRASOL,HUAQUILLAS,2.88,2.88,2.88,,NAN,2.88,15/08/2024,NAN,,ACEITES,3,1,8,1
ACEITE_VEGETAL_GIRASOL,IBARRA_BODEGAS,2.67,2.67,2.67,2.67,15/08/2024,2.67,19/08/2024,SE_MANTIENE,0.0,ACEITES,3,1,3,2
ACEITE_VEGETAL_GIRASOL,LATACUNGA_BODEGAS,2.57,2.57,2.57,,NAN,2.57,16/08/2024,NAN,,ACEITES,3,1,4,1
ACEITE_VEGETAL_GIRASOL,PORTOVIEJO_BODEGAS,2.13,2.13,2.13,2.13,16/08/2024,2.13,19/08/2024,SE_MANTIENE,0.0,ACEITES,3,1,10,2
ACEITE_VEGETAL_GIRASOL,QUITO_MMQEP,3.06,3.06,3.06,3.06,16/08/2024,3.06,20/08/2024,SE_MANTIENE,0.0,ACEITES,3,1,5,2
ACEITE_VEGETAL_GIRASOL,RIOBAMBA_EPEMMPA,2.63,2.63,2.63,,NAN,2.63,15/08/2024,NAN,,ACEITES,3,1,9,1
AGUACATE_FUERTE,AMBATO_EPEMA,1.5,1.75,2.03,1.82,19/08/2024,1.84,21/08/2024,SUBIO,1.09,FRUTAS,4,2,1,4
AGUACATE_FUERTE,CUENCA_EL_ARENAL,2.4,2.4,2.4,2.4,16/08/2024,2.4,20/08/2024,SE_MANTIENE,0.0,FRUTAS,4,2,11,2
AGUACATE_FUERTE,GUAYAQUIL_TTV,1.83,2.01,2.23,1.96,15/08/2024,2.23,20/08/2024,SUBIO,12.11,FRUTAS,4,2,7,4
AGUACATE_FUERTE,IBARRA_COMERCIBARRA,1.18,1.24,1.32,1.21,15/08/2024,1.18,19/08/2024,BAJO,-2.54,FRUTAS,4,2,12,3
AGUACATE_FUERTE,LATACUNGA,2.4,2.44,2.53,2.4,16/08/2024,2.53,20/08/2024,SUBIO,5.14,FRUTAS,4,2,13,4
AGUACATE_FUERTE,MILAGRO_MERCADO_DE_TRANSFERENCIA,1.34,1.34,1.34,,NAN,1.34,16/08/2024,NAN,,FRUTAS,4,2,14,1
AGUACATE_FUERTE,QUITO_MMQEP,1.66,1.84,1.93,1.93,16/08/2024,1.66,20/08/2024,BAJO,-16.27,FRUTAS,4,2,5,3
AJO_BULBO_SECO,AMBATO_EPEMA,2.7,2.89,3.13,2.7,19/08/2024,2.7,21/08/2024,SE_MANTIENE,0.0,VERDURAS,5,3,1,2
AJO_BULBO_SECO,CUENCA_EL_ARENAL,3.19,3.73,4.0,4.0,16/08/2024,3.19,20/08/2024,BAJO,-25.39,VERDURAS,5,3,11,3
AJO_BULBO_SECO,GUAYAQUIL_TTV,3.23,3.36,3.6,3.26,15/08/2024,3.23,20/08/2024,BAJO,-0.93,VERDURAS,5,3,7,3
AJO_BULBO_SECO,IBARRA_COMERCIBARRA,2.5,2.63,2.9,2.5,15/08/2024,2.5,19/08/2024,SE_MANTIENE,0.0,VERDURAS,5,3,12,2
AJO_BULBO_SECO,MILAGRO_MERCADO_DE_TRANSFERENCIA,3.06,3.06,3.06,,NAN,3.06,16/08/2024,NAN,,VERDURAS,5,3,14,1
AJO_BULBO_SECO,QUITO_MMQEP,2.73,2.79,2.86,2.73,16/08/2024,2.79,20/08/2024,SUBIO,2.15,VERDURAS,5,3,5,4
AJO_BULBO_SECO,RIOBAMBA_EPEMMPA,2.93,3.11,3.6,2.93,16/08/2024,2.99,19/08/2024,SUBIO,2.01,VERDURAS,5,3,9,4
ARROZ_PILADO_ENVEJECIDO_ARTIFICIAL,AMBATO_EPEMA,1.16,1.16,1.16,,NAN,1.16,14/08/2024,NAN,,GRANOS,6,4,1,1
ARROZ_PILADO_ENVEJECIDO_ARTIFICIAL,GUAYAQUIL_TTV,0.99,0.99,0.99,0.99,15/08/2024,0.99,20/08/2024,SE_MANTIENE,0.0,GRANOS,6,4,7,2
ARROZ_PILADO_ENVEJECIDO_ARTIFICIAL,HUAQUILLAS,1.14,1.14,1.14,,NAN,1.14,15/08/2024,NAN,,GRANOS,6,4,8,1
ARROZ_PILADO_ENVEJECIDO_ARTIFICIAL,QUITO_MMQEP,1.17,1.17,1.17,1.17,16/08/2024,1.17,20/08/2024,SE_MANTIENE,0.0,GRANOS,6,4,5,2
ARROZ_PILADO_ENVEJECIDO_ARTIFICIAL,RIOBAMBA_EPEMMPA,1.28,1.28,1.28,,NAN,1.28,15/08/2024,NAN,,GRANOS,6,4,9,1
ARROZ_PILADO_ENVEJECIDO_ARTIFICIAL,TULCAN_BODEGAS,1.24,1.24,1.24,,NAN,1.24,16/08/2024,NAN,,GRANOS,6,4,6,1
ARROZ_PILADO_ENVEJECIDO_NATURAL,LATACUNGA_BODEGAS,1.2,1.2,1.2,,NAN,1.2,16/08/2024,NAN,,GRANOS,7,4,4,1
ARROZ_PILADO_ENVEJECIDO_NATURAL,PORTOVIEJO_BODEGAS,1.05,1.05,1.05,1.05,16/08/2024,1.05,19/08/2024,SE_MANTIENE,0.0,GRANOS,7,4,10,2
ARROZ_PILADO_ENVEJECIDO_NATURAL,STO._DOMINGO,1.3,1.3,1.3,1.3,15/08/2024,1.3,20/08/2024,SE_MANTIENE,0.0,GRANOS,7,4,15,2
ARROZ_PILADO_NATURAL_GRANO_CORTO,AGUAS_VERDES_PERU,0.85,0.85,0.85,,NAN,0.85,15/08/2024,NAN,,GRANOS,8,4,16,1
ARROZ_PILADO_NATURAL_GRANO_CORTO,CUENCA_3_DE_NOVIEMBRE,0.94,0.94,0.94,0.94,13/08/2024,0.94,20/08/2024,SE_MANTIENE,0.0,GRANOS,8,4,2,2
ARROZ_PILADO_NATURAL_GRANO_CORTO,GUAYAQUIL_TTV,0.74,0.75,0.75,0.75,15/08/2024,0.74,20/08/2024,BAJO,-1.35,GRANOS,8,4,7,3
ARROZ_PILADO_NATURAL_GRANO_CORTO,HUAQUILLAS,0.91,0.91,0.91,,NAN,0.91,15/08/2024,NAN,,GRANOS,8,4,8,1
ARROZ_PILADO_NATURAL_GRANO_CORTO,IBARRA_BODEGAS,1.17,1.17,1.17,1.17,15/08/2024,1.17,19/08/2024,SE_MANTIENE,0.0,GRANOS,8,4,3,2
ARROZ_PILADO_NATURAL_GRANO_CORTO,QUITO_MMQEP,0.96,0.96,0.96,0.96,16/08/2024,0.96,20/08/2024,SE_MANTIENE,0.0,GRANOS,8,4,5,2
ARROZ_PILADO_NATURAL_GRANO_CORTO,STO._DOMINGO,0.92,0.92,0.92,0.92,15/08/2024,0.92,20/08/2024,SE_MANTIENE,0.0,GRANOS,8,4,15,2
ARROZ_PILADO_NATURAL_GRANO_CORTO,TULCAN_BODEGAS,1.07,1.07,1.07,,NAN,1.07,16/08/2024,NAN,,GRANOS,8,4,6,1
ARROZ_PILADO_NATURAL_GRANO_LARGO,AGUAS_VERDES_PERU,1.01,1.01,1.01,,NAN,1.01,15/08/2024,NAN,,GRANOS,9,4,16,1
ARROZ_PILADO_NATURAL_GRANO_LARGO,AMBATO_EPEMA,1.15,1.15,1.15,,NAN,1.15,14/08/2024,NAN,,GRANOS,9,4,1,1
ARROZ_PILADO_NATURAL_GRANO_LARGO,CUENCA_3_DE_NOVIEMBRE,1.34,1.34,1.34,1.34,13/08/2024,1.34,20/08/2024,SE_MANTIENE,0.0,GRANOS,9,4,2,2
ARROZ_PILADO_NATURAL_GRANO_LARGO,GUAYAQUIL_TTV,0.88,0.88,0.88,0.88,15/08/2024,0.88,20/08/2024,SE_MANTIENE,0.0,GRANOS,9,4,7,2
ARROZ_PILADO_NATURAL_GRANO_LARGO,HUAQUILLAS,0.99,0.99,0.99,,NAN,0.99,15/08/2024,NAN,,GRANOS,9,4,8,1
ARROZ_PILADO_NATURAL_GRANO_LARGO,IBARRA_BODEGAS,1.49,1.5,1.5,1.5,15/08/2024,1.49,19/08/2024,BAJO,-0.67,GRANOS,9,4,3,3
ARROZ_PILADO_NATURAL_GRANO_LARGO,LATACUNGA_BODEGAS,1.26,1.26,1.26,,NAN,1.26,16/08/2024,NAN,,GRANOS,9,4,4,1
ARROZ_PILADO_NATURAL_GRANO_LARGO,PORTOVIEJO_BODEGAS,0.96,0.96,0.96,0.96,16/08/2024,0.96,19/08/2024,SE_MANTIENE,0.0,GRANOS,9,4,10,2
ARROZ_PILADO_NATURAL_GRANO_LARGO,QUITO_MMQEP,1.33,1.33,1.33,1.33,16/08/2024,1.33,20/08/2024,SE_MANTIENE,0.0,GRANOS,9,4,5,2
ARROZ_PILADO_NATURAL_GRANO_LARGO,RIOBAMBA_EPEMMPA,1.14,1.14,1.14,,NAN,1.14,15/08/2024,NAN,,GRANOS,9,4,9,1
ARROZ_PILADO_NATURAL_GRANO_LARGO,STO._DOMINGO,1.16,1.16,1.16,1.16,15/08/2024,1.16,20/08/2024,SE_MANTIENE,0.0,GRANOS,9,4,15,2
ARVEJA_SECA,AGUAS_VERDES_PERU,1.1,1.1,1.1,,NAN,1.1,15/08/2024,NAN,,OTROS,10,6,16,1
ARVEJA_SECA,CUENCA_3_DE_NOVIEMBRE,0.99,1.01,1.02,1.02,13/08/2024,0.99,20/08/2024,BAJO,-3.03,OTROS,10,6,2,3
ARVEJA_SECA,HUAQUILLAS,1.01,1.01,1.01,,NAN,1.01,15/08/2024,NAN,,OTROS,10,6,8,1
ARVEJA_SECA,LATACUNGA_BODEGAS,1.06,1.06,1.06,,NAN,1.06,16/08/2024,NAN,,OTROS,10,6,4,1
ARVEJA_SECA,QUITO_MMQEP,0.99,0.99,0.99,0.99,16/08/2024,0.99,20/08/2024,SE_MANTIENE,0.0,OTROS,10,6,5,2
ARVEJA_SECA,RIOBAMBA_EPEMMPA,0.99,0.99,0.99,,NAN,0.99,15/08/2024,NAN,,OTROS,10,6,9,1
ARVEJA_SECA,TULCAN_BODEGAS,1.1,1.1,1.1,,NAN,1.1,16/08/2024,NAN,,OTROS,10,6,6,1
ARVEJA_TIERNA_EN_VAINAQUANTUM,AMBATO_EPEMA,0.74,0.81,0.87,0.74,19/08/2024,0.87,21/08/2024,SUBIO,14.94,OTROS,11,6,1,4
ARVEJA_TIERNA_EN_VAINAQUANTUM,AZOGUES_5_DE_AGOSTO,1.13,1.13,1.13,,NAN,1.13,16/08/2024,NAN,,OTROS,11,6,17,1
ARVEJA_TIERNA_EN_VAINAQUANTUM,BABAHOYO_4_DE_MAYO,1.1,1.1,1.1,,NAN,1.1,15/08/2024,NAN,,OTROS,11,6,18,1
ARVEJA_TIERNA_EN_VAINAQUANTUM,BOLIVARCARCHI,0.84,0.85,0.86,0.84,14/08/2024,0.86,21/08/2024,SUBIO,2.33,OTROS,11,6,19,4
ARVEJA_TIERNA_EN_VAINAQUANTUM,CUENCA_EL_ARENAL,0.8,0.87,0.91,0.91,16/08/2024,0.8,20/08/2024,BAJO,-13.75,OTROS,11,6,11,3
ARVEJA_TIERNA_EN_VAINAQUANTUM,GUAYAQUIL_TTV,0.85,0.88,0.9,0.85,15/08/2024,0.89,20/08/2024,SUBIO,4.49,OTROS,11,6,7,4
ARVEJA_TIERNA_EN_VAINAQUANTUM,IBARRA_COMERCIBARRA,0.7,0.8,0.9,0.7,15/08/2024,0.79,19/08/2024,SUBIO,11.39,OTROS,11,6,12,4
ARVEJA_TIERNA_EN_VAINAQUANTUM,MACHALA_MERCADO_MAYORISTA,1.17,1.17,1.17,,NAN,1.17,15/08/2024,NAN,,OTROS,11,6,20,1
ARVEJA_TIERNA_EN_VAINAQUANTUM,QUITO_MMQEP,0.77,0.87,0.94,0.77,16/08/2024,0.94,20/08/2024,SUBIO,18.09,OTROS,11,6,5,4
ARVEJA_TIERNA_EN_VAINAQUANTUM,RIOBAMBA_EPEMMPA,0.68,0.77,0.83,0.74,16/08/2024,0.68,19/08/2024,BAJO,-8.82,OTROS,11,6,9,3
AVENA_HOJUELAS,CUENCA_3_DE_NOVIEMBRE,1.15,1.15,1.15,1.15,13/08/2024,1.15,20/08/2024,SE_MANTIENE,0.0,OTROS,12,6,2,2
AVENA_HOJUELAS,GUAYAQUIL_TTV,0.87,0.88,0.89,0.88,15/08/2024,0.89,20/08/2024,SUBIO,1.12,OTROS,12,6,7,4
AVENA_HOJUELAS,QUITO_MMQEP,0.85,0.85,0.85,0.85,16/08/2024,0.85,20/08/2024,SE_MANTIENE,0.0,OTROS,12,6,5,2
AVENA_HOJUELAS,RIOBAMBA_EPEMMPA,0.81,0.81,0.81,,NAN,0.81,15/08/2024,NAN,,OTROS,12,6,9,1
AZUCAR_BLANCA,AMBATO_EPEMA,0.88,0.88,0.88,,NAN,0.88,14/08/2024,NAN,,OTROS,13,6,1,1
AZUCAR_BLANCA,CUENCA_3_DE_NOVIEMBRE,0.92,0.93,0.93,0.93,13/08/2024,0.92,20/08/2024,BAJO,-1.09,OTROS,13,6,2,3
AZUCAR_BLANCA,GUAYAQUIL_TTV,0.96,0.96,0.96,0.96,15/08/2024,0.96,20/08/2024,SE_MANTIENE,0.0,OTROS,13,6,7,2
AZUCAR_BLANCA,HUAQUILLAS,0.9,0.9,0.9,,NAN,0.9,15/08/2024,NAN,,OTROS,13,6,8,1
AZUCAR_BLANCA,IBARRA_BODEGAS,0.82,0.82,0.82,0.82,15/08/2024,0.82,19/08/2024,SE_MANTIENE,0.0,OTROS,13,6,3,2
AZUCAR_BLANCA,LATACUNGA_BODEGAS,0.89,0.89,0.89,,NAN,0.89,16/08/2024,NAN,,OTROS,13,6,4,1
AZUCAR_BLANCA,PORTOVIEJO_BODEGAS,0.98,0.98,0.98,0.98,16/08/2024,0.98,19/08/2024,SE_MANTIENE,0.0,OTROS,13,6,10,2
AZUCAR_BLANCA,QUITO_MMQEP,0.88,0.88,0.88,0.88,16/08/2024,0.88,20/08/2024,SE_MANTIENE,0.0,OTROS,13,6,5,2
AZUCAR_BLANCA,RIOBAMBA_EPEMMPA,0.9,0.9,0.9,,NAN,0.9,15/08/2024,NAN,,OTROS,13,6,9,1
AZUCAR_BLANCA,STO._DOMINGO,0.85,0.85,0.85,0.85,15/08/2024,0.85,20/08/2024,SE_MANTIENE,0.0,OTROS,13,6,15,2
AZUCAR_BLANCA,TULCAN_BODEGAS,0.84,0.84,0.84,,NAN,0.84,16/08/2024,NAN,,OTROS,13,6,6,1
BABACO,AMBATO_EPEMA,0.49,0.53,0.59,0.49,19/08/2024,0.49,21/08/2024,SE_MANTIENE,0.0,FRUTAS,14,2,1,2
BABACO,RIOBAMBA_EPEMMPA,0.52,0.57,0.64,0.54,16/08/2024,0.58,19/08/2024,SUBIO,6.9,FRUTAS,14,2,9,4
BANANO_(GUINEO),BABAHOYO_4_DE_MAYO,0.12,0.12,0.12,,NAN,0.12,15/08/2024,NAN,,FRUTAS,15,2,18,1
BANANO_(GUINEO),CUENCA_EL_ARENAL,0.44,0.44,0.44,0.44,16/08/2024,0.44,20/08/2024,SE_MANTIENE,0.0,FRUTAS,15,2,11,2
BANANO_(GUINEO),GUAYAQUIL_TTV,0.2,0.2,0.2,0.2,15/08/2024,0.2,20/08/2024,SE_MANTIENE,0.0,FRUTAS,15,2,7,2
BANANO_(GUINEO),MILAGRO_MERCADO_DE_TRANSFERENCIA,0.16,0.16,0.16,,NAN,0.16,16/08/2024,NAN,,FRUTAS,15,2,14,1
BANANO_(GUINEO),QUITO_MMQEP,0.13,0.21,0.28,0.21,16/08/2024,0.2,20/08/2024,BAJO,-5.0,FRUTAS,15,2,5,3
BANANO_(GUINEO),STO._DOMINGO,0.12,0.12,0.12,0.12,15/08/2024,0.12,20/08/2024,SE_MANTIENE,0.0,FRUTAS,15,2,15,2
BOVINO_A_LA_CANAL,CAMAL_MUNICIPAL_DE_CUENCA,3.52,3.52,3.52,3.52,14/08/2024,3.52,19/08/2024,SE_MANTIENE,0.0,OTROS,16,6,21,2
BOVINO_A_LA_CANAL,CAMAL_MUNICIPAL_DE_GUAYAQUIL,4.02,4.02,4.02,,NAN,4.02,11/08/2024,NAN,,OTROS,16,6,22,1
BOVINO_EN_PIE_TORETES,ASOGANSD,2.15,2.15,2.15,,NAN,2.15,13/08/2024,NAN,,OTROS,17,6,23,1
BOVINO_EN_PIE_TOROS,ASOGANSD,2.15,2.15,2.15,,NAN,2.15,13/08/2024,NAN,,OTROS,18,6,23,1
BOVINO_EN_PIE_VACAS,ASOGANSD,1.76,1.76,1.76,,NAN,1.76,13/08/2024,NAN,,OTROS,19,6,23,1
BOVINO_EN_PIE_VACONAS,ASOGANSD,1.87,1.87,1.87,,NAN,1.87,13/08/2024,NAN,,OTROS,20,6,23,1
BROCOLI,AMBATO_EPEMA,0.4,0.51,0.66,0.51,19/08/2024,0.66,21/08/2024,SUBIO,22.73,VERDURAS,21,3,1,4
BROCOLI,CUENCA_EL_ARENAL,0.82,0.82,0.82,0.82,16/08/2024,0.82,20/08/2024,SE_MANTIENE,0.0,VERDURAS,21,3,11,2
BROCOLI,GUARANDA_24_DE_MAYO,0.34,0.34,0.34,,NAN,0.34,14/08/2024,NAN,,VERDURAS,21,3,24,1
BROCOLI,GUAYAQUIL_TTV,0.73,0.77,0.84,0.74,15/08/2024,0.84,20/08/2024,SUBIO,11.9,VERDURAS,21,3,7,4
BROCOLI,IBARRA_COMERCIBARRA,0.44,0.44,0.44,0.44,15/08/2024,0.44,19/08/2024,SE_MANTIENE,0.0,VERDURAS,21,3,12,2
BROCOLI,MILAGRO_MERCADO_DE_TRANSFERENCIA,0.51,0.51,0.51,,NAN,0.51,16/08/2024,NAN,,VERDURAS,21,3,14,1
BROCOLI,QUITO_MMQEP,0.41,0.48,0.58,0.44,16/08/2024,0.58,20/08/2024,SUBIO,24.14,VERDURAS,21,3,5,4
BROCOLI,RIOBAMBA_EPEMMPA,0.44,0.54,0.71,0.51,19/08/2024,0.55,21/08/2024,SUBIO,7.27,VERDURAS,21,3,9,4
CEBADA_EN_GRANO_CONSUMO_HUMANO,AMBATO_EPEMA,0.55,0.55,0.55,,NAN,0.55,14/08/2024,NAN,,GRANOS,22,4,1,1
CEBADA_EN_GRANO_CONSUMO_HUMANO,RIOBAMBA_EPEMMPA,0.56,0.56,0.56,,NAN,0.56,15/08/2024,NAN,,GRANOS,22,4,9,1
CEBOLLA_BLANCA_EN_RAMA,AMBATO_EPEMA,0.47,0.5,0.55,0.47,19/08/2024,0.55,21/08/2024,SUBIO,14.55,VERDURAS,23,3,1,4
CEBOLLA_BLANCA_EN_RAMA,BABAHOYO_4_DE_MAYO,1.1,1.1,1.1,,NAN,1.1,15/08/2024,NAN,,VERDURAS,23,3,18,1
CEBOLLA_BLANCA_EN_RAMA,CUENCA_EL_ARENAL,0.88,0.88,0.88,0.88,16/08/2024,0.88,20/08/2024,SE_MANTIENE,0.0,VERDURAS,23,3,11,2
CEBOLLA_BLANCA_EN_RAMA,GUARANDA_24_DE_MAYO,1.37,1.37,1.37,,NAN,1.37,14/08/2024,NAN,,VERDURAS,23,3,24,1
CEBOLLA_BLANCA_EN_RAMA,GUAYAQUIL_TTV,0.6,0.62,0.66,0.6,15/08/2024,0.66,20/08/2024,SUBIO,9.09,VERDURAS,23,3,7,4
CEBOLLA_BLANCA_EN_RAMA,IBARRA_COMERCIBARRA,0.44,0.46,0.51,0.44,15/08/2024,0.44,19/08/2024,SE_MANTIENE,0.0,VERDURAS,23,3,12,2
CEBOLLA_BLANCA_EN_RAMA,LATACUNGA,0.61,0.62,0.63,0.63,16/08/2024,0.63,20/08/2024,SE_MANTIENE,0.0,VERDURAS,23,3,13,2
